CropName,KnownTownships,KnownRegions,Latitude,Longitude,BaseYieldKgPerSqm,AvgMarketPriceMMK,PlantingSeason,HarvestingSeason,PredictedYieldPerSqmKg,PredictedTotalYieldKg,PredictedRevenueMMK,PredictedWaterCostMMK,PredictedLaborCostMMK,PredictedFertilizerCostMMK,PredictedProfitMMK,PlantingRecommendation,PlantingRationale,CareInfo,MarketInfo,Summary,KnownTownships_lower,KnownRegions_lower
Sunflower,Ayeyarwady,Ayeyarwady,17.619482,95.397283,,1525.0,Not available,Not available,0.5,49.87,76051.75,31500.0,,,-11664.26,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Vegetables,Naypyidaw,Naypyidaw,19.766482,96.104283,,2475.0,Not available,Not available,1.07,106.87,264503.25,31500.0,,,126187.33,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Mango,Naypyidaw,Naypyidaw,19.766482,96.104283,,2475.0,Not available,Not available,0.85,85.5,211612.5,40500.0,,,78446.06,Plant at the beginning of the rainy season (May-Jun),Based on general regional suitability and crop timelines.,,,"Mango trees prefer tropical climates and deep, well-drained soils. Water regularly during flowering.",naypyidaw,naypyidaw
Paddy,Naypyidaw,Naypyidaw,19.766482,96.104283,,2475.0,Not available,Not available,0.57,57.0,141075.0,67500.0,,,-11062.29,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Tea,Shan,Shan,21.017482,97.030283,,2875.0,Not available,Not available,0.36,35.62,102407.5,36000.0,,,-25663.77,Year-round in suitable climates (highland),Based on general regional suitability and crop timelines.,,,"Tea plants grow best in humid, highland areas with acidic soils. Regular pruning improves leaf quality.",shan,shan
Potato,Shan,Shan,21.017482,97.030283,,2875.0,Not available,Not available,0.36,35.62,102407.5,36000.0,,,-4666.25,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,shan,shan
Strawberry,Shan,Shan,21.017482,97.030283,,2875.0,Not available,Not available,1.42,142.5,409687.5,36000.0,,,204693.55,Cool-Dry Season (Oct - Nov),Based on general regional suitability and crop timelines.,,,"Strawberries need cool temperatures, rich soil, and regular irrigation. Mulch to retain moisture.",shan,shan
Vegetables,Yangon,Yangon,16.770482,96.161283,,2100.0,Not available,Not available,1.07,106.87,224427.0,31500.0,,,89643.11,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Paddy,Yangon,Yangon,16.770482,96.161283,,2100.0,Not available,Not available,0.57,57.0,119700.0,67500.0,,,-25305.5,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Lentil,Yangon,Yangon,16.770482,96.161283,,2100.0,Not available,Not available,0.29,28.5,59850.0,18000.0,,,-128.78,Sep - Nov,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Rubber,Tanintharyi,Tanintharyi,12.970482,99.867283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-9426.51,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Durian,Tanintharyi,Tanintharyi,12.970482,99.867283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-10247.64,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Oil Palm,Tanintharyi,Tanintharyi,12.970482,99.867283,,2650.0,Not available,Not available,0.36,35.62,94393.0,36000.0,,,-11934.57,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Rice,Rakhine,Rakhine,20.383482,93.324283,,1780.0,Not available,Not available,0.57,57.0,101460.0,67500.0,,,-46859.14,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,rakhine,rakhine
Chili,Rakhine,Rakhine,20.383482,93.324283,,1780.0,Not available,Not available,0.36,35.62,63403.6,36000.0,,,-40292.11,"Year-round, prefers warm and dry conditions",Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Areca Nut,Rakhine,Rakhine,20.383482,93.324283,,1780.0,Not available,Not available,0.36,35.62,63403.6,36000.0,,,-33586.27,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
Potato,Chin,Chin,21.193482,93.574283,,1675.0,Not available,Not available,0.36,35.62,59663.5,36000.0,,,-40460.66,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Corn,Chin,Chin,21.193482,93.574283,,1675.0,Not available,Not available,0.71,71.25,119343.75,36000.0,,,15599.77,May - Jul,Based on general regional suitability and crop timelines.,,,"Corn is a high-yield cereal crop, adaptable to many climates. It thrives in well-drained soils and full sunlight.",chin,chin
Millet,Chin,Chin,21.193482,93.574283,,1675.0,Not available,Not available,0.5,49.87,83532.25,22500.0,,,16204.48,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,chin,chin
Chickpea,Ayeyarwady,Ayeyarwady,17.495482,95.358283,,1500.0,Not available,Not available,0.36,35.62,53430.0,36000.0,,,-46897.75,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Rice,Ayeyarwady,Ayeyarwady,17.495482,95.358283,,1500.0,Not available,Not available,0.57,57.0,85500.0,67500.0,,,-59500.67,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.495482,95.358283,,1500.0,Not available,Not available,0.5,49.87,74805.0,31500.0,,,-12509.72,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Sugarcane,Bago,Bago,18.544482,96.270283,,2150.0,Not available,Not available,5.7,570.0,1225500.0,54000.0,,,841478.17,Jan - Apr,Based on general regional suitability and crop timelines.,,,"Sugarcane grows best in sunny, warm regions with fertile soils. Needs abundant water.",bago,bago
Rice,Bago,Bago,18.544482,96.270283,,2150.0,Not available,Not available,0.57,57.0,122550.0,67500.0,,,-22077.35,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,bago,bago
Maize,Bago,Bago,18.544482,96.270283,,2150.0,Not available,Not available,0.71,71.25,153187.5,36000.0,,,46618.74,May - Jul,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,bago,bago
Sesame,Magway,Magway,20.146482,94.923283,,2275.0,Not available,Not available,0.36,35.62,81035.5,36000.0,,,-21107.47,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",magway,magway
Beans,Magway,Magway,20.146482,94.923283,,2275.0,Not available,Not available,0.85,85.5,194512.5,27000.0,,,93061.87,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Beans fix nitrogen in the soil and need moderate watering. They grow well in warm, sunny locations.",magway,magway
Groundnut,Magway,Magway,20.146482,94.923283,,2275.0,Not available,Not available,0.43,42.75,97256.25,22500.0,,,14292.05,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,magway,magway
Sesame,Kayah,Kayah,18.778482,97.510283,,2425.0,Not available,Not available,0.36,35.62,86378.5,36000.0,,,-17065.7,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,"Sesame prefers sandy, well-drained soils and low rainfall. Drought-tolerant once established.",kayah,kayah
Groundnut,Kayah,Kayah,18.778482,97.510283,,2425.0,Not available,Not available,0.43,42.75,103668.75,22500.0,,,20280.18,May - Jul,Based on general regional suitability and crop timelines.,,,Groundnuts (peanuts) grow in sandy soils with moderate irrigation. Rotate crops for best yield.,kayah,kayah
Rice,Kayah,Kayah,18.778482,97.510283,,2425.0,Not available,Not available,0.57,57.0,138225.0,67500.0,,,-13253.94,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayah,kayah
Banana,Kayin,Kayin,16.876482,97.625283,,1775.0,Not available,Not available,2.14,213.75,379406.25,63000.0,,,155246.94,"Year-round, but best at the start of the monsoon",Based on general regional suitability and crop timelines.,,,"Bananas need rich, moist soils and frequent watering. Protect from wind and apply mulch.",kayin,kayin
Cassava,Kayin,Kayin,16.876482,97.625283,,1775.0,Not available,Not available,0.36,35.62,63225.5,36000.0,,,-39156.24,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,kayin,kayin
Rice,Kayin,Kayin,16.876482,97.625283,,1775.0,Not available,Not available,0.57,57.0,101175.0,67500.0,,,-44418.7,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,kayin,kayin
Cashew,Mon,Mon,16.583482,97.541283,,2725.0,Not available,Not available,0.36,35.62,97064.5,36000.0,,,-7363.61,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rubber,Mon,Mon,16.583482,97.541283,,2725.0,Not available,Not available,0.36,35.62,97064.5,36000.0,,,-7879.24,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Betel Nut,Mon,Mon,16.583482,97.541283,,2725.0,Not available,Not available,0.36,35.62,97064.5,36000.0,,,-8802.49,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,mon,mon
Rice,Ayeyarwady,Ayeyarwady,17.612482,95.416283,,1500.0,Not available,Not available,0.57,57.0,85500.0,67500.0,,,-58608.91,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,Rice is a staple food crop requiring abundant water and warm temperatures. Grows best in flooded fields.,ayeyarwady,ayeyarwady
Chickpea,Ayeyarwady,Ayeyarwady,17.612482,95.416283,,1500.0,Not available,Not available,0.36,35.62,53430.0,36000.0,,,-49293.73,Sep - Nov,Based on general regional suitability and crop timelines.,,,"Chickpeas are drought-tolerant legumes, ideal for dry zones. Require minimal watering.",ayeyarwady,ayeyarwady
Sunflower,Ayeyarwady,Ayeyarwady,17.612482,95.416283,,1500.0,Not available,Not available,0.5,49.87,74805.0,31500.0,,,-13343.08,Sep - Oct,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,ayeyarwady,ayeyarwady
Mango,Naypyidaw,Naypyidaw,19.757482,96.092283,,2400.0,Not available,Not available,0.85,85.5,205200.0,40500.0,,,70848.55,Plant at the beginning of the rainy season (May-Jun),Based on general regional suitability and crop timelines.,,,"Mango trees prefer tropical climates and deep, well-drained soils. Water regularly during flowering.",naypyidaw,naypyidaw
Vegetables,Naypyidaw,Naypyidaw,19.757482,96.092283,,2400.0,Not available,Not available,1.07,106.87,256488.0,31500.0,,,118507.56,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Paddy,Naypyidaw,Naypyidaw,19.757482,96.092283,,2400.0,Not available,Not available,0.57,57.0,136800.0,67500.0,,,-13816.14,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,naypyidaw,naypyidaw
Tea,Shan,Shan,21.008482,97.033283,,2800.0,Not available,Not available,0.36,35.62,99736.0,36000.0,,,-27299.06,Year-round in suitable climates (highland),Based on general regional suitability and crop timelines.,,,"Tea plants grow best in humid, highland areas with acidic soils. Regular pruning improves leaf quality.",shan,shan
Potato,Shan,Shan,21.008482,97.033283,,2800.0,Not available,Not available,0.36,35.62,99736.0,36000.0,,,-5764.24,Cool-Dry Season (Nov - Feb),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,shan,shan
Strawberry,Shan,Shan,21.008482,97.033283,,2800.0,Not available,Not available,1.42,142.5,399000.0,36000.0,,,197896.39,Cool-Dry Season (Oct - Nov),Based on general regional suitability and crop timelines.,,,"Strawberries need cool temperatures, rich soil, and regular irrigation. Mulch to retain moisture.",shan,shan
Paddy,Yangon,Yangon,16.775482,96.171283,,2075.0,Not available,Not available,0.57,57.0,118275.0,67500.0,,,-29521.96,Main Season: Jun - Aug | Second Season: Jan - Mar,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Vegetables,Yangon,Yangon,16.775482,96.171283,,2075.0,Not available,Not available,1.07,106.87,221755.25,31500.0,,,92165.06,Varies; typically start of Monsoon (May-Jun) or Cool-Dry (Oct-Nov),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Lentil,Yangon,Yangon,16.775482,96.171283,,2075.0,Not available,Not available,0.29,28.5,59137.5,18000.0,,,-714.95,Sep - Nov,Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,yangon,yangon
Oil Palm,Tanintharyi,Tanintharyi,12.964482,99.864283,,2600.0,Not available,Not available,0.36,35.62,92612.0,36000.0,,,-10618.0,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Rubber,Tanintharyi,Tanintharyi,12.964482,99.864283,,2600.0,Not available,Not available,0.36,35.62,92612.0,36000.0,,,-10239.63,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Durian,Tanintharyi,Tanintharyi,12.964482,99.864283,,2600.0,Not available,Not available,0.36,35.62,92612.0,36000.0,,,-11037.04,Start of Monsoon (May - Jun),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,tanintharyi,tanintharyi
Areca Nut,Rakhine,Rakhine,20.376482,93.331283,,1812.5,Not available,Not available,0.36,35.62,64561.25,36000.0,,,-35954.79,Monsoon (May-Oct) or Dry Season (Nov-Apr),Based on general regional suitability and crop timelines.,,,This is a commonly grown crop in this region.,rakhine,rakhine
